date,ville,magasin,transaction_id,client_id,sexe,age_client,categorie,produit,prix_unitaire,quantite,remise_pct,moyen_paiement
2024-01-11,Agadir,C,T000811,C1423,F,35,Maison,Table,173.57,1,15,Especes
2024-11-03,Tanger,A,T000812,C1564,M,19,Alimentation,Riz,170.45,2,0,Carte
2024-09-13,Casablanca,B,T000813,C1366,F,40,Electronique,Clavier,363.74,1,15,Carte
2024-12-09,Rabat,A,T000814,C1550,F,45,Electronique,Ecouteurs,1305.4,2,5,En ligne
2024-05-04,Rabat,D,T000815,C1541,F,60,Alimentation,Cafe,165.35,1,10,CB
2024-06-11,Agadir,D,T000816,C1212,F,34,Vetements,Sweat,558.8,1,5,En ligne
2024-04-14,Tanger,C,T000817,C1474,F,28,Beaute,Serum,229.03,1,0,Especes
2024-07-25,Fes,A,T000818,C1636,M,35,Electronique,Tablette,429.28,2,10,Carte
2024-06-16,Agadir,B,T000819,C1303,F,46,Alimentation,Pates,29.6,1,0,Carte
2024-09-10,Rabat,D,T000820,C1627,M,45,Vetements,Jean,674.34,2,10,Especes
2024-02-26,Rabat,D,T000821,C1530,F,16,Electronique,Clavier,2490.54,1,0,Especes
2024-05-27,Tanger,A,T000822,C1592,F,45,Alimentation,Cereales,110.76,1,10,En-ligne
2024-04-19,Fes,C,T000823,C1412,M,43,Alimentation,Cafe,147.58,1,0,CB
2024-09-09,Fes,E,T000824,C1229,F,29,Alimentation,Huile,170.41,2,5,En ligne
2024-02-03,Rabat,D,T000825,C1171,F,35,Maison,Coussin,1306.63,1,0,carte
2024-10-14,Fes,B,T000826,C1122,F,42,Vetements,T-shirt,454.89,1,0,Especes
2024-01-28,Marrakech,D,T000827,C1247,F,24,Alimentation,The,97.33,1,0,Especes
2024-12-14,Tanger,B,T000828,C1177,M,43,Maison,Coussin,796.4,1,10,Especes
2024-01-31,Tanger,B,T000829,C1126,F,44,Vetements,Jean,770.07,1,0,Especes
2024-10-18,Rabat,A,T000830,C1326,M,38,Electronique,Ecouteurs,1733.18,1,5,Especes
2024-11-15,Marrakech,E,T000831,C1321,M,33,Vetements,Veste,733.14,3,5,Carte
2024-08-05,Rabat,B,T000832,C1480,M,34,Vetements,T-shirt,694.64,1,0,Especes
2024-09-29,Casablanca,C,T000833,C1551,M,38,Vetements,Chaussures,338.42,2,5,Carte
2024-02-18,Tanger,B,T000834,C1425,M,42,Alimentation,The,13.75,3,0,Especes
2024-01-20,Fes,E,T000835,C1539,F,25,Sports,Velo appartement,456.82,1,0,En ligne
2024-09-17,Rabat,A,T000836,C1206,F,23,Beaute,Shampooing,218.36,2,0,carte
2024-12-26,Marrakech,E,T000837,C1672,F,44,Alimentation,The,107.74,2,0,En ligne
2024-07-18,Agadir,B,T000838,C1529,M,32,Electronique,Casque,577.59,4,0,En-ligne
2024-11-10,Tanger,D,T000839,C1421,M,33,Maison,Table,1366.19,2,0,Especes
2024-07-08,Agadir,C,T000840,C1693,M,36,Alimentation,The,11.49,1,10,Carte
2024-07-03,Casablanca,A,T000841,C1272,M,51,Alimentation,The,136.19,1,10,Especes
2024-04-30,Rabat,B,T000842,C1658,F,40,Sports,Halteres,226.06,2,0,En ligne
2024-06-02,Agadir,D,T000843,C1153,F,40,Electronique,Smartphone,2492.66,1,0,En ligne
2024-07-07,Marrakech,A,T000844,C1159,F,27,Alimentation,Huile,12.07,3,0,Carte
2024-11-05,Tanger,B,T000845,C1474,M,36,Beaute,Creme,648.9,3,10,Especes
2024-01-28,Agadir,E,T000846,C1271,M,16,Alimentation,The,175.15,1,10,Carte
2024-08-04,Tanger,C,T000847,C1411,F,44,Vetements,Veste,691.98,1,5,Carte
2024-09-01,Fes,A,T000848,C1502,F,43,Alimentation,Huile,41.34,1,10,Carte
2024-02-13,Agadir,B,T000849,C1496,M,43,Maison,Table,184.46,1,10,Especes
2024-11-26,Casablanca,A,T000850,C1231,F,16,Beaute,Serum,177.98,1,0,En ligne
2024-01-31,Rabat,E,T000851,C1090,M,33,Alimentation,Cereales,154.02,2,5,En ligne
2024-03-30,Agadir,E,T000852,C1594,M,26,Electronique,Tablette,1072.28,1,0,En ligne
2024-12-23,Casablanca,D,T000853,C1162,M,62,Electronique,Smartphone,1535.33,1,0,Carte
2024-11-29,Agadir,A,T000854,C1021,M,50,Sports,Chaussures Running,949.3,1,5,En ligne
2024-03-06,Marrakech,C,T000855,C1498,F,40,Sports,Ballon,688.82,3,10,Especes
2024-05-22,Marrakech,A,T000856,C1078,F,33,Maison,Coussin,1133.39,2,0,En ligne
2024-07-12,Rabat,B,T000857,C1185,,40,Alimentation,Cafe,42.06,2,,Carte
2024-06-14,Marrakech,B,T000858,C1119,M,38,Beaute,Maquillage,563.99,1,0,Carte
2024-10-21,Rabat,C,T000859,C1275,M,28,Alimentation,Pates,157.07,1,0,Carte
2024-10-19,Tanger,E,T000860,C1176,F,,Alimentation,Pates,96.25,1,0,Carte
2024-11-20,Marrakech,D,T000861,C1534,M,16,Vetements,Robe,876.76,2,0,Especes
2024-02-21,Agadir,B,T000862,C1550,F,51,Sports,Ballon,80.32,2,5,Especes
2024-10-23,Rabat,D,T000863,C1177,M,52,Beaute,Serum,515.36,1,10,En-ligne
2024-10-19,Marrakech,B,T000864,C1558,F,28,Sports,Ballon,1299.62,2,10,Carte
2024-09-21,Tanger,E,T000865,C1468,F,40,Maison,Lampe,286.98,2,0,Especes
2024-12-30,Fes,A,T000866,C1308,F,21,Maison,Miroir,936.7,1,0,En ligne
2024-11-06,Fes,C,T000867,C1661,F,49,Alimentation,Pates,162.29,1,10,Carte
2024-04-04,Rabat,B,T000868,C1362,F,61,Alimentation,Huile,159.96,1,0,En-ligne
2024-11-13,Rabat,C,T000869,C1404,F,16,Electronique,Casque,2994.22,1,0,Especes
2024-03-09,Rabat,E,T000870,C1202,F,39,Alimentation,Riz,117.57,2,5,En ligne
2024-09-22,Casablanca,E,T000871,C1530,F,39,Sports,Chaussures Running,1036.52,1,0,En ligne
2024-08-09,Agadir,A,T000872,C1272,M,30,Maison,Miroir,507.47,1,5,En ligne
2024-05-17,Casablanca,D,T000873,C1663,F,35,Electronique,Casque,524.97,1,15,En ligne
2024-07-17,Tanger,D,T000874,C1624,F,,Sports,Halteres,318.96,1,10,Especes
2024-03-05,Agadir,E,T000875,C1461,M,36,Sports,Chaussures Running,1651.27,2,,Especes
2024-05-23,Tanger,B,T000876,C1395,F,51,Maison,Lampe,347.67,3,15,Especes
2024-06-20,Agadir,D,T000877,C1130,M,41,Sports,Tapis Yoga,1393.39,1,0,Especes
2024-01-06,Rabat,B,T000878,C1034,F,35,Beaute,Creme,541.36,2,0,Carte
2024-12-18,Agadir,B,T000879,C1220,F,16,Maison,Coussin,945.84,1,0,En ligne
2024-08-25,Marrakech,B,T000880,C1232,F,41,Maison,Miroir,644.13,2,10,Carte
2024-11-26,Tanger,D,T000881,C1371,M,41,Sports,Chaussures Running,1650.28,2,0,CB
2024-01-25,Marrakech,B,T000882,C1141,F,,Vetements,Robe,710.24,1,0,En-ligne
2024-09-20,Rabat,E,T000883,C1072,F,32,Maison,Table,996.41,4,15,Carte
2024-10-29,Tanger,D,T000884,C1202,M,42,Vetements,Robe,245.71,1,10,En ligne
2024-08-06,Marrakech,D,T000885,C1046,F,56,Vetements,Sweat,721.09,4,5,En ligne
2024-05-13,Marrakech,D,T000886,C1197,M,23,Maison,Tapis,998.71,2,15,En ligne
2024-10-20,Tanger,C,T000887,C1293,M,37,Alimentation,Cafe,85.73,3,10,Especes
2024-08-18,Casablanca,C,T000888,C1289,M,,Alimentation,The,204.41,2,15,Especes
2024-11-09,Marrakech,B,T000889,C1639,F,44,Electronique,Tablette,2542.78,2,,carte
2024-06-07,Tanger,C,T000890,C1164,,32,Maison,Tapis,1068.9,1,0,En ligne
2024-03-22,Rabat,B,T000891,C1477,M,20,Alimentation,Riz,191.97,1,0,Especes
2024-06-11,Tanger,D,T000892,C1432,F,46,Sports,Halteres,1540.02,1,0,CB
2024-04-05,Agadir,A,T000893,C1580,M,21,Alimentation,Cereales,102.61,1,0,Especes
2024-04-01,Casablanca,B,T000894,C1423,F,29,Alimentation,Pates,64.21,1,15,CB
2024-11-07,Tanger,D,T000895,C1293,F,37,Vetements,Chaussures,192.74,1,0,Carte
2024-06-28,Marrakech,D,T000896,C1251,M,42,Electronique,Ecouteurs,2741.48,2,5,En ligne
2024-02-19,Fes,C,T000897,C1379,F,46,Sports,Tapis Yoga,466.33,2,10,Especes
2024-05-11,Casablanca,C,T000898,C1517,M,30,Electronique,Souris,2759.98,1,0,Especes
2024-03-02,Tanger,B,T000899,C1296,,52,Alimentation,Cafe,27.86,1,10,En ligne
2024-10-31,Tanger,A,T000900,C1086,F,,Sports,Chaussures Running,1380.49,1,15,Especes
2024-07-05,Tanger,C,T000901,C1264,M,34,Electronique,Clavier,2278.11,1,10,En ligne
2024-07-27,Marrakech,C,T000902,C1515,M,41,Sports,Chaussures Running,1224.77,1,0,Especes
2024-09-29,Rabat,E,T000903,C1322,M,45,Alimentation,Cafe,90.21,2,10,Carte
2024-12-13,Agadir,D,T000904,C1162,M,41,Maison,Chaise,273.89,2,15,Carte
2024-01-31,Fes,D,T000905,C1193,F,39,Vetements,T-shirt,894.08,1,15,Carte
2024-03-04,Fes,E,T000906,C1110,M,25,Beaute,Serum,273.24,3,0,Carte
2024-11-05,Agadir,D,T000907,C1591,M,34,Electronique,Ecouteurs,2254.28,2,0,CB
2024-03-19,Casablanca,B,T000908,C1442,M,39,Alimentation,Cafe,165.85,1,5,Especes
2024-06-15,Fes,A,T000909,C1554,M,34,Sports,Ballon,417.29,1,15,Carte
2024-12-08,Marrakech,C,T000910,C1151,F,28,Maison,Chaise,665.55,2,0,En ligne
2024-02-12,Casablanca,E,T000911,C1124,M,20,Sports,Ballon,1185.92,1,0,Especes
2024-02-09,Marrakech,E,T000912,C1220,F,59,Alimentation,Cereales,162.15,1,0,En ligne
2024-07-27,Marrakech,B,T000913,C1027,M,34,Alimentation,Riz,135.3,1,10,Especes
2024-04-29,Marrakech,E,T000914,C1141,F,22,Vetements,Sweat,186.82,2,0,Especes
2024-03-06,Marrakech,C,T000915,C1628,F,21,Electronique,Casque,1554.47,1,0,En ligne
2024-07-27,Fes,A,T000916,C1256,M,30,Vetements,Robe,531.94,2,,Carte
2024-09-17,Tanger,E,T000917,C1651,F,50,Alimentation,Pates,68.51,2,5,Especes
2024-02-27,Fes,A,T000918,C1119,F,43,Alimentation,Riz,209.46,1,0,En ligne
2024-07-14,Fes,C,T000919,C1306,M,45,Electronique,Smartphone,2156.91,1,0,Carte
2024-06-29,Tanger,B,T000920,C1630,F,37,Alimentation,Cafe,67.96,1,10,En-ligne
2024-02-19,Tanger,D,T000921,C1225,F,28,Alimentation,The,137.89,1,10,Especes
2024-07-09,Marrakech,C,T000922,C1228,F,33,Sports,Velo appartement,772.2,1,10,Especes
2024-08-21,Tanger,B,T000923,C1582,,36,Alimentation,Huile,219.58,1,0,En ligne
2024-05-27,Rabat,C,T000924,C1615,F,46,Maison,Miroir,1322.61,1,0,Carte
2024-03-03,Agadir,A,T000925,C1392,M,44,Beaute,Savon,75.81,3,0,Especes
2024-07-06,Tanger,B,T000926,C1064,M,36,Sports,Halteres,1277.72,1,0,Especes
2024-11-17,Fes,E,T000927,C1495,M,46,Vetements,T-shirt,314,4,10,En ligne
2024-05-06,Agadir,D,T000928,C1004,M,19,Beaute,Creme,162.06,2,0,Especes
2024-11-08,Rabat,C,T000929,C1242,M,32,Vetements,Robe,525.35,1,0,Carte
2024-04-01,Casablanca,D,T000930,C1183,F,18,Maison,Table,1338.27,2,5,Especes
2024-07-01,Rabat,B,T000931,C1596,F,42,Vetements,Robe,838.93,1,0,Carte
2024-04-17,Marrakech,B,T000932,C1184,F,35,Alimentation,Huile,193.21,1,0,En ligne
2024-03-09,Tanger,A,T000933,C1140,F,31,Alimentation,Riz,47.24,2,0,Especes
2024-02-16,Marrakech,D,T000934,C1237,F,36,Beaute,Serum,339,1,0,En ligne
2024-02-28,Casablanca,B,T000935,C1075,M,20,Vetements,Sweat,684.51,2,0,En ligne
2024-08-15,Casablanca,C,T000936,C1682,F,39,Beaute,Savon,592.37,2,5,En ligne
2024-07-19,Marrakech,B,T000937,C1413,M,40,Maison,Lampe,1364.79,4,0,Carte
2024-12-06,Fes,E,T000938,C1483,F,26,Sports,Halteres,743.66,3,0,CB
2024-11-14,Casablanca,A,T000939,C1463,F,38,Beaute,Parfum,594.42,1,10,CB
2024-02-06,Casablanca,C,T000940,C1437,M,43,Beaute,Maquillage,275.49,1,0,CB
2024-04-07,Rabat,C,T000941,C1005,F,39,Maison,Lampe,1038.39,1,0,Carte
2024-04-24,Rabat,D,T000942,C1696,M,26,Sports,Raquette,971.61,1,0,Especes
2024-03-03,Fes,C,T000943,C1044,M,23,Alimentation,The,136.02,1,10,Carte
2024-09-12,Agadir,E,T000944,C1197,M,42,Sports,Raquette,811.57,2,10,Especes
2024-06-21,Casablanca,C,T000945,C1656,F,40,Beaute,Parfum,435.4,1,5,En ligne
2024-11-03,Tanger,D,T000946,C1209,M,40,Maison,Tapis,801.97,1,0,carte
2024-01-16,Casablanca,C,T000947,C1456,F,48,Electronique,Ecouteurs,2507.64,2,5,En ligne
2024-02-08,Tanger,A,T000948,C1530,F,26,Alimentation,Riz,156.75,1,10,En ligne
2024-06-19,Casablanca,D,T000949,C1417,F,39,Vetements,Chaussures,211.07,2,10,Especes
2024-12-12,Tanger,E,T000950,C1355,M,30,Maison,Table,405.88,2,15,Carte
2024-03-26,Marrakech,C,T000951,C1164,F,34,Sports,Chaussures Running,914.03,2,10,Especes
2024-08-08,Fes,C,T000952,C1317,M,24,Alimentation,Cereales,102.81,1,0,En ligne
2024-02-12,Rabat,A,T000953,C1557,F,19,Alimentation,Riz,10.89,1,5,En ligne
2024-10-29,Fes,D,T000954,C1633,F,28,Electronique,Souris,1657.57,2,10,Carte
2024-11-03,Tanger,D,T000955,C1326,M,36,Vetements,Jean,118,2,0,En-ligne
2024-08-15,Tanger,C,T000956,C1010,F,34,Vetements,Jean,442.97,2,0,Carte
2024-03-31,Agadir,A,T000957,C1016,F,66,Electronique,Clavier,2861.03,4,0,Carte
2024-11-22,Tanger,E,T000958,C1546,M,36,Electronique,Souris,3259.06,1,5,Especes
2024-07-28,Marrakech,D,T000959,C1263,F,44,Beaute,Parfum,43.45,1,10,Carte
2024-03-14,Rabat,B,T000960,C1238,F,43,Maison,Table,886.18,1,0,En ligne
2024-08-23,Casablanca,D,T000961,C1426,M,25,Electronique,Tablette,987.56,2,10,En ligne
2024-04-01,Marrakech,D,T000962,C1615,,29,Alimentation,Cafe,115.7,1,10,Carte
2024-11-22,Fes,A,T000963,C1693,M,26,Maison,Table,245.61,1,,Carte
2024-01-05,Marrakech,B,T000964,C1276,F,28,Vetements,Robe,446.55,4,0,Carte
2024-01-28,Casablanca,D,T000965,C1142,F,,Alimentation,Huile,176.96,1,0,En ligne
2024-11-23,Tanger,C,T000966,C1295,F,24,Alimentation,The,193.23,1,0,Carte
2024-04-17,Rabat,D,T000967,C1661,M,26,Vetements,Veste,710.42,1,0,Carte
2024-10-31,Tanger,C,T000968,C1007,,36,Alimentation,The,109.62,4,0,Carte
2024-06-08,Fes,A,T000969,C1337,M,37,Beaute,Serum,346.07,1,5,Especes
2024-02-28,Fes,A,T000970,C1678,F,57,Maison,Table,296.97,2,15,Especes
2024-06-18,Fes,A,T000971,C1616,M,35,Electronique,Tablette,2988.65,1,15,Especes
2024-10-05,Agadir,E,T000972,C1474,M,,Beaute,Shampooing,572.19,1,5,En ligne
2024-11-20,Fes,D,T000973,C1402,M,39,Vetements,Robe,236.65,1,0,CB
2024-01-10,Marrakech,A,T000974,C1270,M,36,Alimentation,Huile,185.77,2,0,En ligne
2024-11-13,Marrakech,A,T000975,C1482,F,21,Alimentation,Riz,77.11,1,0,Especes
2024-02-16,Rabat,D,T000976,C1179,F,42,Alimentation,Pates,78.15,2,10,carte
2024-09-15,Agadir,D,T000977,C1691,M,56,Sports,Chaussures Running,248.95,3,5,En ligne
2024-05-03,Agadir,B,T000978,C1301,M,35,Sports,Tapis Yoga,584.56,1,5,Carte
2024-09-20,Rabat,B,T000979,C1448,M,33,Vetements,Chaussures,287.46,3,0,En ligne
2024-01-18,Casablanca,B,T000980,C1070,M,24,Maison,Miroir,273.05,1,0,Carte
2024-01-04,Casablanca,B,T000981,C1075,M,28,Maison,Chaise,893.18,1,5,Especes
2024-07-15,Casablanca,E,T000982,C1350,F,30,Alimentation,Huile,33.32,2,0,Especes
2024-12-19,Marrakech,B,T000983,C1246,M,57,Alimentation,Huile,12.04,1,0,Especes
2024-10-21,Tanger,C,T000984,C1353,M,,Beaute,Savon,415.01,2,0,Especes
2024-12-12,Rabat,D,T000985,C1687,F,29,Sports,Velo appartement,446.44,2,10,Carte
2024-06-16,Fes,C,T000986,C1280,F,34,Maison,Tapis,726.34,1,5,Carte
2024-05-28,Agadir,A,T000987,C1268,M,38,Alimentation,Riz,208.95,1,0,Especes
2024-03-20,Fes,B,T000988,C1370,F,63,Electronique,Casque,295.46,2,5,Carte
2024-06-28,Tanger,A,T000989,C1689,F,25,Beaute,Serum,532.56,2,0,Especes
2024-04-28,Tanger,B,T000990,C1592,F,54,Electronique,Tablette,2922.36,3,0,carte
2024-02-07,Agadir,A,T000991,C1615,M,31,Sports,Halteres,651.29,1,0,Carte
2024-11-28,Tanger,C,T000992,C1669,M,37,Electronique,Souris,332.93,4,0,Especes
2024-12-11,Agadir,E,T000993,C1408,F,52,Vetements,Jean,558.01,2,0,En ligne
2024-04-07,Tanger,C,T000994,C1407,M,33,Vetements,T-shirt,117.9,1,0,carte
2024-06-28,Marrakech,E,T000995,C1064,M,62,Vetements,Veste,604.02,1,,CB
2024-03-28,Fes,E,T000996,C1330,F,22,Beaute,Savon,133.89,1,0,Especes
2024-06-27,Rabat,E,T000997,C1604,F,29,Beaute,Maquillage,340.05,1,,En ligne
2024-02-06,Fes,B,T000998,C1575,M,48,Maison,Table,779.69,1,0,Carte
2024-07-26,Rabat,D,T000999,C1314,M,16,Alimentation,Cereales,113.17,1,0,Carte
2024-06-06,Fes,E,T001000,C1051,,29,Alimentation,Cafe,18.94,1,0,Especes
2024-06-25,Rabat,B,T001001,C1290,F,16,Alimentation,Huile,94.49,2,5,En-ligne
2024-10-23,Marrakech,A,T001002,C1123,F,25,Beaute,Parfum,56.85,2,0,En ligne
2024-10-06,Marrakech,C,T001003,C1457,F,42,Beaute,Shampooing,588.76,1,0,Carte
2024-01-06,Agadir,A,T001004,C1176,F,18,Electronique,Ecouteurs,2128.75,2,10,Especes
2024-10-19,Casablanca,D,T001005,C1228,M,35,Electronique,Souris,2881.05,4,0,Especes
2024-12-03,Marrakech,C,T001006,C1000,F,40,Vetements,Veste,755.95,1,10,Carte
2024-04-30,Fes,D,T001007,C1061,F,44,Electronique,Casque,266.04,3,0,En ligne
2024-06-08,Fes,D,T001008,C1008,M,27,Vetements,Jean,742.61,2,0,Carte
2024-01-10,Agadir,E,T001009,C1532,M,35,Sports,Velo appartement,1453.58,1,5,Carte
2024-10-04,Rabat,C,T001010,C1603,M,32,Sports,Velo appartement,1258.62,1,5,Especes
2024-10-22,Fes,A,T001011,C1132,F,31,Sports,Raquette,1519.19,1,0,Especes
2024-08-12,Agadir,D,T001012,C1109,M,19,Sports,Raquette,1694,2,0,En ligne
2024-03-18,Rabat,D,T001013,C1299,M,44,Vetements,Veste,795.27,1,0,En ligne
2024-09-04,Agadir,C,T001014,C1658,F,43,Alimentation,The,46.77,1,5,Carte
2024-03-26,Agadir,E,T001015,C1019,F,48,Maison,Chaise,541.49,2,0,Carte
2024-08-21,Fes,A,T001016,C1544,M,32,Maison,Chaise,1253.83,1,0,En ligne
2024-04-20,Agadir,D,T001017,C1118,,43,Maison,Coussin,218.21,1,0,Especes
2024-05-07,Rabat,A,T001018,C1181,M,37,Vetements,Veste,742.14,2,0,Carte
2024-01-20,Casablanca,E,T001019,C1520,M,39,Maison,Coussin,1239.11,1,0,En ligne
2024-11-10,Tanger,C,T001020,C1032,M,39,Beaute,Maquillage,238.27,2,0,Carte
2024-05-24,Casablanca,C,T001021,C1280,F,35,Beaute,Maquillage,176.69,2,0,En ligne
2024-09-09,Tanger,B,T001022,C1526,M,44,Beaute,Serum,249.31,1,15,Especes
2024-09-01,Marrakech,D,T001023,C1156,F,27,Electronique,Clavier,2033.95,2,15,Especes
2024-07-16,Agadir,E,T001024,C1398,F,49,Vetements,Jean,108.06,1,0,Especes
2024-02-16,Marrakech,B,T001025,C1627,M,39,Maison,Miroir,131.44,1,0,Carte
2024-05-16,Marrakech,D,T001026,C1205,F,49,Electronique,Ecouteurs,1865.31,2,0,Especes
2024-05-21,Rabat,A,T001027,C1415,F,37,Alimentation,Huile,76.92,3,5,En ligne
2024-10-31,Casablanca,E,T001028,C1377,M,39,Vetements,Jean,292.17,3,10,En ligne
2024-12-01,Agadir,C,T001029,C1118,F,25,Sports,Velo appartement,583.69,2,10,En ligne
2024-03-10,Tanger,E,T001030,C1385,M,36,Beaute,Savon,545.36,3,5,Carte
2024-10-31,Marrakech,C,T001031,C1648,M,35,Vetements,Chaussures,167.72,1,0,Especes
2024-01-08,Rabat,C,T001032,C1103,M,33,Vetements,Veste,630.81,1,0,carte
2024-06-24,Rabat,C,T001033,C1266,F,29,Vetements,Jean,656.74,1,10,En ligne
2024-07-01,Tanger,E,T001034,C1240,,49,Alimentation,Huile,71.21,2,10,Carte
2024-06-09,Tanger,C,T001035,C1651,M,26,Maison,Table,1342.11,1,10,Carte
2024-11-28,Casablanca,C,T001036,C1315,F,16,Sports,Ballon,1305.24,2,5,En ligne
2024-06-13,Casablanca,D,T001037,C1496,F,37,Sports,Raquette,693.85,1,,Especes
2024-06-30,Agadir,E,T001038,C1517,F,39,Maison,Miroir,422.38,3,5,Carte
2024-09-18,Tanger,C,T001039,C1222,F,30,Sports,Tapis Yoga,1138.66,1,0,En ligne
2024-04-17,Marrakech,E,T001040,C1544,F,50,Electronique,Ecouteurs,1412.57,1,5,Carte
2024-12-28,Rabat,E,T001041,C1156,F,22,Alimentation,The,24.3,2,10,En-ligne
2024-03-07,Marrakech,C,T001042,C1545,M,28,Vetements,Veste,473.61,1,5,Especes
2024-02-10,Tanger,E,T001043,C1026,F,23,Alimentation,Cereales,71.53,1,,En ligne
2024-08-29,Agadir,A,T001044,C1005,M,20,Beaute,Serum,394.08,2,0,En ligne
2024-06-20,Agadir,B,T001045,C1611,F,35,Alimentation,Huile,166.44,1,0,En ligne
2024-05-26,Fes,C,T001046,C1353,,19,Beaute,Serum,632.26,1,10,Especes
2024-01-19,Rabat,D,T001047,C1158,F,40,Alimentation,Pates,112.01,1,5,CB
2024-03-18,Casablanca,D,T001048,C1017,F,37,Electronique,Souris,2915.22,2,0,Carte
2024-09-29,Tanger,D,T001049,C1214,F,36,Alimentation,Riz,51.54,1,15,Carte
2024-04-20,Tanger,B,T001050,C1248,M,42,Beaute,Maquillage,371.95,2,0,Carte
2024-07-19,Marrakech,E,T001051,C1247,F,39,Alimentation,Cafe,213.48,2,0,Especes
2024-11-01,Marrakech,A,T001052,C1100,M,30,Beaute,Serum,692.87,1,0,Especes
2024-06-18,Marrakech,D,T001053,C1082,M,20,Maison,Table,476.77,1,0,Carte
2024-12-04,Agadir,E,T001054,C1090,F,34,Vetements,Jean,728.28,1,0,Especes
2024-10-26,Casablanca,B,T001055,C1426,M,42,Beaute,Serum,120.67,2,0,En ligne
2024-03-17,Marrakech,D,T001056,C1329,F,41,Alimentation,Cafe,121.03,2,0,Carte
2024-09-07,Tanger,A,T001057,C1080,F,43,Alimentation,Cafe,38.16,1,5,En ligne
2024-03-03,Casablanca,D,T001058,C1237,M,55,Vetements,Jean,328.48,2,15,Carte
2024-01-11,Marrakech,D,T001059,C1306,F,39,Electronique,Souris,1763.62,1,5,Carte
2024-08-01,Rabat,B,T001060,C1270,F,53,Alimentation,Riz,143.15,1,0,Carte
2024-12-22,Fes,C,T001061,C1443,M,34,Sports,Ballon,1374.23,1,0,Especes
2024-06-11,Tanger,C,T001062,C1468,M,58,Vetements,Veste,514.59,1,0,Especes
2024-12-21,Fes,B,T001063,C1628,M,41,Maison,Table,283.43,1,0,Carte
2024-11-15,Casablanca,E,T001064,C1156,M,24,Vetements,Sweat,249,1,0,Carte
2024-05-08,Tanger,A,T001065,C1103,F,26,Maison,Tapis,538.54,2,0,Carte
2024-11-24,Casablanca,C,T001066,C1683,M,27,Maison,Table,433.31,1,0,Carte
2024-05-31,Rabat,B,T001067,C1012,F,36,Beaute,Savon,225.01,1,0,En ligne
2024-02-20,Rabat,E,T001068,C1172,F,40,Maison,Lampe,1109.02,1,5,Carte
2024-03-12,Tanger,D,T001069,C1043,M,47,Alimentation,Pates,40.56,2,0,Especes
2024-10-23,Tanger,B,T001070,C1313,M,40,Electronique,Tablette,3349.03,1,10,En ligne
2024-01-01,Casablanca,D,T001071,C1088,M,32,Alimentation,Pates,218.93,1,10,Carte
2024-12-01,Marrakech,B,T001072,C1611,M,28,Alimentation,Riz,195.64,1,15,Carte
2024-11-13,Tanger,C,T001073,C1020,F,41,Beaute,Savon,649.11,1,5,En ligne
2024-01-16,Tanger,B,T001074,C1205,F,40,Electronique,Ecouteurs,803.98,1,0,En ligne
2024-11-02,Marrakech,D,T001075,C1123,F,54,Electronique,Ecouteurs,2639.61,2,0,Carte
2024-08-31,Fes,C,T001076,C1130,F,22,Alimentation,Huile,172.68,2,5,En ligne
2024-05-05,Agadir,D,T001077,C1221,M,34,Electronique,Tablette,2869.71,2,10,Especes
2024-11-05,Marrakech,A,T001078,C1446,M,17,Sports,Chaussures Running,512.36,2,15,Especes
2024-11-26,Casablanca,C,T001079,C1345,M,32,Vetements,Jean,238.64,2,15,En ligne
2024-05-03,Tanger,E,T001080,C1359,F,30,Beaute,Serum,50.48,3,0,Especes
2024-07-17,Fes,B,T001081,C1660,M,22,Beaute,Maquillage,633.41,1,0,Carte
2024-02-22,Agadir,D,T001082,C1028,F,29,Alimentation,Riz,165.61,1,0,Carte
2024-07-18,Agadir,D,T001083,C1328,M,37,Electronique,Souris,593.5,3,0,Especes
2024-03-15,Marrakech,E,T001084,C1609,F,38,Sports,Ballon,1444.44,1,10,Carte
2024-03-24,Marrakech,C,T001085,C1300,F,46,Vetements,Veste,145.62,1,0,Especes
2024-08-23,Tanger,C,T001086,C1635,M,35,Sports,Ballon,848.11,2,0,Especes
2024-10-23,Agadir,E,T001087,C1375,F,27,Sports,Velo appartement,447.41,2,0,En ligne
2024-06-03,Casablanca,E,T001088,C1220,F,31,Electronique,Smartphone,3461.9,4,0,Carte
2024-06-27,Casablanca,C,T001089,C1042,F,23,Maison,Lampe,814.36,3,0,Carte
2024-01-14,Tanger,D,T001090,C1043,F,41,Beaute,Shampooing,136.91,1,10,Carte
2024-04-28,Fes,D,T001091,C1587,F,44,Beaute,Parfum,356.68,3,,Especes
2024-07-26,Marrakech,E,T001092,C1530,M,36,Beaute,Savon,285.99,1,0,En ligne
2024-03-31,Agadir,D,T001093,C1416,F,28,Alimentation,Cereales,46.61,3,0,Carte
2024-12-21,Marrakech,B,T001094,C1417,M,41,Beaute,Shampooing,269.28,1,15,Especes
2024-05-05,Rabat,E,T001095,C1205,M,30,Electronique,Souris,538.3,3,15,Especes
2024-08-12,Agadir,C,T001096,C1084,F,,Beaute,Maquillage,508.81,1,10,En ligne
2024-10-13,Fes,C,T001097,C1696,F,51,Vetements,Jean,702.31,2,0,Carte
2024-03-19,Rabat,A,T001098,C1179,F,42,Alimentation,Cereales,51.48,1,5,Especes
