date,ville,transaction_id,categorie,produit,prix_unitaire,quantite,remise_pct,moyen_paiement,is_dimanche
2024-03-06,Marrakech,T000855,Sports,Ballon,688.82,3,10.0,Especes,False
2024-05-22,Marrakech,T000856,Maison,Coussin,1133.39,2,0.0,En ligne,False
2024-07-12,Rabat,T000857,Alimentation,Cafe,42.06,2,,Carte,False
2024-06-14,Marrakech,T000858,Beaute,Maquillage,563.99,1,0.0,Carte,False
2024-10-21,Rabat,T000859,Alimentation,Pates,157.07,1,0.0,Carte,False
2024-10-19,Tanger,T000860,Alimentation,Pates,96.25,1,0.0,Carte,False
2024-11-20,Marrakech,T000861,Vetements,Robe,876.76,2,0.0,Especes,False
2024-02-21,Agadir,T000862,Sports,Ballon,80.32,2,5.0,Especes,False
2024-10-23,Rabat,T000863,Beaute,Serum,515.36,1,10.0,En-ligne,False
2024-10-19,Marrakech,T000864,Sports,Ballon,1299.62,2,10.0,Carte,False
2024-09-21,Tanger,T000865,Maison,Lampe,286.98,2,0.0,Especes,False
2024-12-30,Fes,T000866,Maison,Miroir,936.7,1,0.0,En ligne,False
2024-11-06,Fes,T000867,Alimentation,Pates,162.29,1,10.0,Carte,False
2024-04-04,Rabat,T000868,Alimentation,Huile,159.96,1,0.0,En-ligne,False
2024-11-13,Rabat,T000869,Electronique,Casque,2994.22,1,0.0,Especes,False
2024-03-09,Rabat,T000870,Alimentation,Riz,117.57,2,5.0,En ligne,False
2024-08-09,Agadir,T000872,Maison,Miroir,507.47,1,5.0,En ligne,False
2024-05-17,Casablanca,T000873,Electronique,Casque,524.97,1,15.0,En ligne,False
2024-07-17,Tanger,T000874,Sports,Halteres,318.96,1,10.0,Especes,False
2024-03-05,Agadir,T000875,Sports,Chaussures Running,1651.27,2,,Especes,False
2024-05-23,Tanger,T000876,Maison,Lampe,347.67,3,15.0,Especes,False
2024-06-20,Agadir,T000877,Sports,Tapis Yoga,1393.39,1,0.0,Especes,False
2024-01-06,Rabat,T000878,Beaute,Creme,541.36,2,0.0,Carte,False
2024-12-18,Agadir,T000879,Maison,Coussin,945.84,1,0.0,En ligne,False
2024-11-26,Tanger,T000881,Sports,Chaussures Running,1650.28,2,0.0,CB,False
2024-01-25,Marrakech,T000882,Vetements,Robe,710.24,1,0.0,En-ligne,False
2024-09-20,Rabat,T000883,Maison,Table,996.41,4,15.0,Carte,False
2024-10-29,Tanger,T000884,Vetements,Robe,245.71,1,10.0,En ligne,False
2024-08-06,Marrakech,T000885,Vetements,Sweat,721.09,4,5.0,En ligne,False
2024-05-13,Marrakech,T000886,Maison,Tapis,998.71,2,15.0,En ligne,False
2024-11-09,Marrakech,T000889,Electronique,Tablette,2542.78,2,,carte,False
2024-06-07,Tanger,T000890,Maison,Tapis,1068.9,1,0.0,En ligne,False
2024-03-22,Rabat,T000891,Alimentation,Riz,191.97,1,0.0,Especes,False
2024-06-11,Tanger,T000892,Sports,Halteres,1540.02,1,0.0,CB,False
2024-04-05,Agadir,T000893,Alimentation,Cereales,102.61,1,0.0,Especes,False
2024-04-01,Casablanca,T000894,Alimentation,Pates,64.21,1,15.0,CB,False
2024-11-07,Tanger,T000895,Vetements,Chaussures,192.74,1,0.0,Carte,False
2024-06-28,Marrakech,T000896,Electronique,Ecouteurs,2741.48,2,5.0,En ligne,False
2024-02-19,Fes,T000897,Sports,Tapis Yoga,466.33,2,10.0,Especes,False
2024-05-11,Casablanca,T000898,Electronique,Souris,2759.98,1,0.0,Especes,False
2024-03-02,Tanger,T000899,Alimentation,Cafe,27.86,1,10.0,En ligne,False
2024-10-31,Tanger,T000900,Sports,Chaussures Running,1380.49,1,15.0,Especes,False
2024-07-05,Tanger,T000901,Electronique,Clavier,2278.11,1,10.0,En ligne,False
2024-07-27,Marrakech,T000902,Sports,Chaussures Running,1224.77,1,0.0,Especes,False
2024-12-13,Agadir,T000904,Maison,Chaise,273.89,2,15.0,Carte,False
2024-01-31,Fes,T000905,Vetements,T-shirt,894.08,1,15.0,Carte,False
2024-03-04,Fes,T000906,Beaute,Serum,273.24,3,0.0,Carte,False
2024-11-05,Agadir,T000907,Electronique,Ecouteurs,2254.28,2,0.0,CB,False
2024-03-19,Casablanca,T000908,Alimentation,Cafe,165.85,1,5.0,Especes,False
2024-06-15,Fes,T000909,Sports,Ballon,417.29,1,15.0,Carte,False
2024-02-12,Casablanca,T000911,Sports,Ballon,1185.92,1,0.0,Especes,False
2024-02-09,Marrakech,T000912,Alimentation,Cereales,162.15,1,0.0,En ligne,False
2024-07-27,Marrakech,T000913,Alimentation,Riz,135.3,1,10.0,Especes,False
2024-04-29,Marrakech,T000914,Vetements,Sweat,186.82,2,0.0,Especes,False
2024-03-06,Marrakech,T000915,Electronique,Casque,1554.47,1,0.0,En ligne,False
2024-07-27,Fes,T000916,Vetements,Robe,531.94,2,,Carte,False
2024-09-17,Tanger,T000917,Alimentation,Pates,68.51,2,5.0,Especes,False
2024-02-27,Fes,T000918,Alimentation,Riz,209.46,1,0.0,En ligne,False
2024-06-29,Tanger,T000920,Alimentation,Cafe,67.96,1,10.0,En-ligne,False
2024-02-19,Tanger,T000921,Alimentation,The,137.89,1,10.0,Especes,False
2024-07-09,Marrakech,T000922,Sports,Velo appartement,772.2,1,10.0,Especes,False
2024-08-21,Tanger,T000923,Alimentation,Huile,219.58,1,0.0,En ligne,False
2024-05-27,Rabat,T000924,Maison,Miroir,1322.61,1,0.0,Carte,False
2024-07-06,Tanger,T000926,Sports,Halteres,1277.72,1,0.0,Especes,False
2024-05-06,Agadir,T000928,Beaute,Creme,162.06,2,0.0,Especes,False
2024-11-08,Rabat,T000929,Vetements,Robe,525.35,1,0.0,Carte,False
2024-04-01,Casablanca,T000930,Maison,Table,1338.27,2,5.0,Especes,False
2024-07-01,Rabat,T000931,Vetements,Robe,838.93,1,0.0,Carte,False
2024-04-17,Marrakech,T000932,Alimentation,Huile,193.21,1,0.0,En ligne,False
2024-03-09,Tanger,T000933,Alimentation,Riz,47.24,2,0.0,Especes,False
2024-02-16,Marrakech,T000934,Beaute,Serum,339.0,1,0.0,En ligne,False
2024-02-28,Casablanca,T000935,Vetements,Sweat,684.51,2,0.0,En ligne,False
2024-08-15,Casablanca,T000936,Beaute,Savon,592.37,2,5.0,En ligne,False
2024-07-19,Marrakech,T000937,Maison,Lampe,1364.79,4,0.0,Carte,False
2024-12-06,Fes,T000938,Sports,Halteres,743.66,3,0.0,CB,False
2024-11-14,Casablanca,T000939,Beaute,Parfum,594.42,1,10.0,CB,False
2024-02-06,Casablanca,T000940,Beaute,Maquillage,275.49,1,0.0,CB,False
2024-04-24,Rabat,T000942,Sports,Raquette,971.61,1,0.0,Especes,False
2024-09-12,Agadir,T000944,Sports,Raquette,811.57,2,10.0,Especes,False
2024-06-21,Casablanca,T000945,Beaute,Parfum,435.4,1,5.0,En ligne,False
2024-01-16,Casablanca,T000947,Electronique,Ecouteurs,2507.64,2,5.0,En ligne,False
2024-02-08,Tanger,T000948,Alimentation,Riz,156.75,1,10.0,En ligne,False
2024-06-19,Casablanca,T000949,Vetements,Chaussures,211.07,2,10.0,Especes,False
2024-12-12,Tanger,T000950,Maison,Table,405.88,2,15.0,Carte,False
2024-03-26,Marrakech,T000951,Sports,Chaussures Running,914.03,2,10.0,Especes,False
2024-08-08,Fes,T000952,Alimentation,Cereales,102.81,1,0.0,En ligne,False
2024-02-12,Rabat,T000953,Alimentation,Riz,10.89,1,5.0,En ligne,False
2024-10-29,Fes,T000954,Electronique,Souris,1657.57,2,10.0,Carte,False
2024-08-15,Tanger,T000956,Vetements,Jean,442.97,2,0.0,Carte,False
2024-11-22,Tanger,T000958,Electronique,Souris,3259.06,1,5.0,Especes,False
2024-03-14,Rabat,T000960,Maison,Table,886.18,1,0.0,En ligne,False
2024-08-23,Casablanca,T000961,Electronique,Tablette,987.56,2,10.0,En ligne,False
2024-04-01,Marrakech,T000962,Alimentation,Cafe,115.7,1,10.0,Carte,False
2024-11-22,Fes,T000963,Maison,Table,245.61,1,,Carte,False
2024-01-05,Marrakech,T000964,Vetements,Robe,446.55,4,0.0,Carte,False
2024-11-23,Tanger,T000966,Alimentation,The,193.23,1,0.0,Carte,False
2024-04-17,Rabat,T000967,Vetements,Veste,710.42,1,0.0,Carte,False
2024-10-31,Tanger,T000968,Alimentation,The,109.62,4,0.0,Carte,False
2024-06-08,Fes,T000969,Beaute,Serum,346.07,1,5.0,Especes,False
2024-02-28,Fes,T000970,Maison,Table,296.97,2,15.0,Especes,False
2024-06-18,Fes,T000971,Electronique,Tablette,2988.65,1,15.0,Especes,False
2024-10-05,Agadir,T000972,Beaute,Shampooing,572.19,1,5.0,En ligne,False
2024-11-20,Fes,T000973,Vetements,Robe,236.65,1,0.0,CB,False
2024-01-10,Marrakech,T000974,Alimentation,Huile,185.77,2,0.0,En ligne,False
2024-11-13,Marrakech,T000975,Alimentation,Riz,77.11,1,0.0,Especes,False
2024-02-16,Rabat,T000976,Alimentation,Pates,78.15,2,10.0,carte,False
2024-05-03,Agadir,T000978,Sports,Tapis Yoga,584.56,1,5.0,Carte,False
2024-09-20,Rabat,T000979,Vetements,Chaussures,287.46,3,0.0,En ligne,False
2024-01-18,Casablanca,T000980,Maison,Miroir,273.05,1,0.0,Carte,False
2024-01-04,Casablanca,T000981,Maison,Chaise,893.18,1,5.0,Especes,False
2024-07-15,Casablanca,T000982,Alimentation,Huile,33.32,2,0.0,Especes,False
2024-12-19,Marrakech,T000983,Alimentation,Huile,12.04,1,0.0,Especes,False
2024-10-21,Tanger,T000984,Beaute,Savon,415.01,2,0.0,Especes,False
2024-12-12,Rabat,T000985,Sports,Velo appartement,446.44,2,10.0,Carte,False
2024-05-28,Agadir,T000987,Alimentation,Riz,208.95,1,0.0,Especes,False
2024-03-20,Fes,T000988,Electronique,Casque,295.46,2,5.0,Carte,False
2024-06-28,Tanger,T000989,Beaute,Serum,532.56,2,0.0,Especes,False
2024-02-07,Agadir,T000991,Sports,Halteres,651.29,1,0.0,Carte,False
2024-11-28,Tanger,T000992,Electronique,Souris,332.93,4,0.0,Especes,False
2024-12-11,Agadir,T000993,Vetements,Jean,558.01,2,0.0,En ligne,False
2024-06-28,Marrakech,T000995,Vetements,Veste,604.02,1,,CB,False
2024-03-28,Fes,T000996,Beaute,Savon,133.89,1,0.0,Especes,False
2024-06-27,Rabat,T000997,Beaute,Maquillage,340.05,1,,En ligne,False
2024-02-06,Fes,T000998,Maison,Table,779.69,1,0.0,Carte,False
2024-07-26,Rabat,T000999,Alimentation,Cereales,113.17,1,0.0,Carte,False
2024-06-06,Fes,T001000,Alimentation,Cafe,18.94,1,0.0,Especes,False
2024-06-25,Rabat,T001001,Alimentation,Huile,94.49,2,5.0,En-ligne,False
2024-10-23,Marrakech,T001002,Beaute,Parfum,56.85,2,0.0,En ligne,False
2024-01-06,Agadir,T001004,Electronique,Ecouteurs,2128.75,2,10.0,Especes,False
2024-10-19,Casablanca,T001005,Electronique,Souris,2881.05,4,0.0,Especes,False
2024-12-03,Marrakech,T001006,Vetements,Veste,755.95,1,10.0,Carte,False
2024-04-30,Fes,T001007,Electronique,Casque,266.04,3,0.0,En ligne,False
2024-06-08,Fes,T001008,Vetements,Jean,742.61,2,0.0,Carte,False
2024-01-10,Agadir,T001009,Sports,Velo appartement,1453.58,1,5.0,Carte,False
2024-10-04,Rabat,T001010,Sports,Velo appartement,1258.62,1,5.0,Especes,False
2024-10-22,Fes,T001011,Sports,Raquette,1519.19,1,0.0,Especes,False
2024-08-12,Agadir,T001012,Sports,Raquette,1694.0,2,0.0,En ligne,False
2024-03-18,Rabat,T001013,Vetements,Veste,795.27,1,0.0,En ligne,False
2024-09-04,Agadir,T001014,Alimentation,The,46.77,1,5.0,Carte,False
2024-03-26,Agadir,T001015,Maison,Chaise,541.49,2,0.0,Carte,False
2024-08-21,Fes,T001016,Maison,Chaise,1253.83,1,0.0,En ligne,False
2024-04-20,Agadir,T001017,Maison,Coussin,218.21,1,0.0,Especes,False
2024-05-07,Rabat,T001018,Vetements,Veste,742.14,2,0.0,Carte,False
2024-01-20,Casablanca,T001019,Maison,Coussin,1239.11,1,0.0,En ligne,False
2024-05-24,Casablanca,T001021,Beaute,Maquillage,176.69,2,0.0,En ligne,False
2024-09-09,Tanger,T001022,Beaute,Serum,249.31,1,15.0,Especes,False
2024-07-16,Agadir,T001024,Vetements,Jean,108.06,1,0.0,Especes,False
2024-02-16,Marrakech,T001025,Maison,Miroir,131.44,1,0.0,Carte,False
2024-05-16,Marrakech,T001026,Electronique,Ecouteurs,1865.31,2,0.0,Especes,False
2024-05-21,Rabat,T001027,Alimentation,Huile,76.92,3,5.0,En ligne,False
2024-10-31,Casablanca,T001028,Vetements,Jean,292.17,3,10.0,En ligne,False
2024-10-31,Marrakech,T001031,Vetements,Chaussures,167.72,1,0.0,Especes,False
2024-01-08,Rabat,T001032,Vetements,Veste,630.81,1,0.0,carte,False
2024-06-24,Rabat,T001033,Vetements,Jean,656.74,1,10.0,En ligne,False
2024-07-01,Tanger,T001034,Alimentation,Huile,71.21,2,10.0,Carte,False
2024-11-28,Casablanca,T001036,Sports,Ballon,1305.24,2,5.0,En ligne,False
2024-06-13,Casablanca,T001037,Sports,Raquette,693.85,1,,Especes,False
2024-09-18,Tanger,T001039,Sports,Tapis Yoga,1138.66,1,0.0,En ligne,False
2024-04-17,Marrakech,T001040,Electronique,Ecouteurs,1412.57,1,5.0,Carte,False
2024-12-28,Rabat,T001041,Alimentation,The,24.3,2,10.0,En-ligne,False
2024-03-07,Marrakech,T001042,Vetements,Veste,473.61,1,5.0,Especes,False
2024-02-10,Tanger,T001043,Alimentation,Cereales,71.53,1,,En ligne,False
2024-08-29,Agadir,T001044,Beaute,Serum,394.08,2,0.0,En ligne,False
2024-06-20,Agadir,T001045,Alimentation,Huile,166.44,1,0.0,En ligne,False
2024-01-19,Rabat,T001047,Alimentation,Pates,112.01,1,5.0,CB,False
2024-03-18,Casablanca,T001048,Electronique,Souris,2915.22,2,0.0,Carte,False
2024-04-20,Tanger,T001050,Beaute,Maquillage,371.95,2,0.0,Carte,False
2024-07-19,Marrakech,T001051,Alimentation,Cafe,213.48,2,0.0,Especes,False
2024-11-01,Marrakech,T001052,Beaute,Serum,692.87,1,0.0,Especes,False
2024-06-18,Marrakech,T001053,Maison,Table,476.77,1,0.0,Carte,False
2024-12-04,Agadir,T001054,Vetements,Jean,728.28,1,0.0,Especes,False
2024-10-26,Casablanca,T001055,Beaute,Serum,120.67,2,0.0,En ligne,False
2024-09-07,Tanger,T001057,Alimentation,Cafe,38.16,1,5.0,En ligne,False
2024-01-11,Marrakech,T001059,Electronique,Souris,1763.62,1,5.0,Carte,False
2024-08-01,Rabat,T001060,Alimentation,Riz,143.15,1,0.0,Carte,False
2024-06-11,Tanger,T001062,Vetements,Veste,514.59,1,0.0,Especes,False
2024-12-21,Fes,T001063,Maison,Table,283.43,1,0.0,Carte,False
2024-11-15,Casablanca,T001064,Vetements,Sweat,249.0,1,0.0,Carte,False
2024-05-08,Tanger,T001065,Maison,Tapis,538.54,2,0.0,Carte,False
2024-05-31,Rabat,T001067,Beaute,Savon,225.01,1,0.0,En ligne,False
2024-02-20,Rabat,T001068,Maison,Lampe,1109.02,1,5.0,Carte,False
2024-03-12,Tanger,T001069,Alimentation,Pates,40.56,2,0.0,Especes,False
2024-10-23,Tanger,T001070,Electronique,Tablette,3349.03,1,10.0,En ligne,False
2024-01-01,Casablanca,T001071,Alimentation,Pates,218.93,1,10.0,Carte,False
2024-11-13,Tanger,T001073,Beaute,Savon,649.11,1,5.0,En ligne,False
2024-01-16,Tanger,T001074,Electronique,Ecouteurs,803.98,1,0.0,En ligne,False
2024-11-02,Marrakech,T001075,Electronique,Ecouteurs,2639.61,2,0.0,Carte,False
2024-08-31,Fes,T001076,Alimentation,Huile,172.68,2,5.0,En ligne,False
2024-11-05,Marrakech,T001078,Sports,Chaussures Running,512.36,2,15.0,Especes,False
2024-11-26,Casablanca,T001079,Vetements,Jean,238.64,2,15.0,En ligne,False
2024-05-03,Tanger,T001080,Beaute,Serum,50.48,3,0.0,Especes,False
2024-07-17,Fes,T001081,Beaute,Maquillage,633.41,1,0.0,Carte,False
2024-02-22,Agadir,T001082,Alimentation,Riz,165.61,1,0.0,Carte,False
2024-07-18,Agadir,T001083,Electronique,Souris,593.5,3,0.0,Especes,False
2024-03-15,Marrakech,T001084,Sports,Ballon,1444.44,1,10.0,Carte,False
2024-08-23,Tanger,T001086,Sports,Ballon,848.11,2,0.0,Especes,False
2024-10-23,Agadir,T001087,Sports,Velo appartement,447.41,2,0.0,En ligne,False
2024-06-03,Casablanca,T001088,Electronique,Smartphone,3461.9,4,0.0,Carte,False
2024-06-27,Casablanca,T001089,Maison,Lampe,814.36,3,0.0,Carte,False
2024-07-26,Marrakech,T001092,Beaute,Savon,285.99,1,0.0,En ligne,False
2024-12-21,Marrakech,T001094,Beaute,Shampooing,269.28,1,15.0,Especes,False
2024-08-12,Agadir,T001096,Beaute,Maquillage,508.81,1,10.0,En ligne,False
2024-03-19,Rabat,T001098,Alimentation,Cereales,51.48,1,5.0,Especes,False
2024-11-22,Fes,T001099,Electronique,Clavier,1951.35,3,0.0,Carte,False
2024-03-06,Casablanca,T001100,Alimentation,Riz,155.97,1,10.0,Carte,False
2024-10-12,Casablanca,T001101,Sports,Ballon,442.62,2,0.0,Especes,False
2024-06-21,Marrakech,T001102,Alimentation,Cereales,135.26,1,5.0,Carte,False
2024-06-21,Tanger,T001103,Maison,Miroir,535.75,2,10.0,En ligne,False
2024-04-11,Casablanca,T001104,Vetements,Veste,582.37,2,0.0,Carte,False
2024-09-02,Tanger,T001105,Alimentation,Huile,25.97,1,0.0,Carte,False
2024-02-05,Casablanca,T001106,Beaute,Creme,304.43,1,0.0,En ligne,False
2024-07-30,Rabat,T001107,Beaute,Creme,305.69,1,0.0,En ligne,False
2024-11-18,Marrakech,T001108,Alimentation,Pates,122.83,1,0.0,Especes,False
2024-10-03,Tanger,T001109,Alimentation,Cereales,168.23,3,,CB,False
2024-10-29,Casablanca,T001110,Electronique,Casque,2022.64,1,,Carte,False
2024-12-03,Rabat,T001111,Vetements,Veste,599.44,1,10.0,En ligne,False
2024-03-25,Agadir,T001112,Sports,Chaussures Running,437.18,2,0.0,En ligne,False
2024-12-28,Fes,T001113,Sports,Chaussures Running,822.27,3,0.0,En ligne,False
2024-03-15,Rabat,T001114,Electronique,Clavier,1906.1,1,0.0,En ligne,False
2024-09-26,Agadir,T001115,Maison,Table,1021.79,1,0.0,Carte,False
2024-09-27,Casablanca,T001116,Alimentation,Cereales,120.11,1,0.0,Carte,False
2024-12-21,Fes,T001117,Vetements,Veste,239.39,1,0.0,Especes,False
2024-04-26,Tanger,T001118,Beaute,Parfum,556.89,2,0.0,En ligne,False
2024-06-26,Rabat,T001120,Beaute,Maquillage,480.05,2,15.0,carte,False
2024-03-09,Marrakech,T001122,Alimentation,Riz,165.55,1,5.0,En ligne,False
2024-10-01,Rabat,T001123,Electronique,Tablette,633.95,1,0.0,Especes,False
2024-03-28,Marrakech,T001124,Beaute,Shampooing,77.48,1,0.0,Especes,False
2024-08-16,Marrakech,T001125,Maison,Coussin,127.74,1,5.0,Especes,False
2024-10-28,Marrakech,T001126,Sports,Ballon,1476.27,2,0.0,Especes,False
2024-06-29,Tanger,T001127,Sports,Velo appartement,82.41,1,0.0,Carte,False
2024-12-05,Rabat,T001128,Maison,Miroir,1004.5,2,0.0,En ligne,False
2024-09-17,Casablanca,T001129,Alimentation,The,145.44,1,0.0,En ligne,False
2024-10-02,Fes,T001130,Maison,Miroir,887.59,1,5.0,En ligne,False
2024-05-01,Rabat,T001131,Vetements,Sweat,199.69,2,0.0,En ligne,False
2024-04-09,Rabat,T001132,Vetements,Veste,599.08,1,0.0,Especes,False
2024-02-10,Agadir,T001133,Vetements,Veste,767.27,1,0.0,Especes,False
2024-04-16,Marrakech,T001134,Electronique,Souris,573.69,1,,Especes,False
2024-01-31,Marrakech,T001135,Electronique,Tablette,2224.06,1,10.0,Carte,False
2024-04-05,Agadir,T001136,Maison,Lampe,765.1,2,0.0,En ligne,False
2024-12-12,Casablanca,T001138,Alimentation,Huile,129.4,3,0.0,Carte,False
2024-01-27,Marrakech,T001139,Sports,Raquette,752.05,1,5.0,Especes,False
2024-10-23,Marrakech,T001140,Electronique,Ecouteurs,2273.63,1,0.0,En ligne,False
2024-09-19,Tanger,T001141,Maison,Table,1017.52,2,5.0,carte,False
2024-11-23,Tanger,T001143,Vetements,T-shirt,793.56,1,0.0,Especes,False
2024-11-18,Tanger,T001144,Vetements,T-shirt,154.39,2,5.0,Especes,False
2024-07-24,Fes,T001146,Beaute,Parfum,258.81,2,0.0,Especes,False
2024-07-24,Tanger,T001148,Electronique,Smartphone,2357.4,1,0.0,Carte,False
2024-06-20,Casablanca,T001150,Electronique,Casque,2185.67,1,10.0,En-ligne,False
2024-03-23,Rabat,T001151,Beaute,Creme,251.47,2,10.0,Especes,False
2024-05-27,Marrakech,T001152,Sports,Tapis Yoga,510.72,1,5.0,Carte,False
2024-04-25,Agadir,T001153,Electronique,Clavier,2079.03,3,15.0,Carte,False
2024-05-09,Marrakech,T001155,Electronique,Souris,2676.06,1,0.0,Carte,False
2024-12-19,Casablanca,T001156,Alimentation,Riz,157.03,1,0.0,En-ligne,False
2024-05-09,Rabat,T001157,Maison,Chaise,545.05,1,15.0,Especes,False
2024-12-11,Casablanca,T001158,Electronique,Souris,2742.93,3,0.0,En ligne,False
2024-09-28,Fes,T001160,Electronique,Ecouteurs,3254.18,1,0.0,Especes,False
2024-04-29,Rabat,T001162,Beaute,Shampooing,270.29,2,0.0,En ligne,False
2024-05-24,Tanger,T001163,Alimentation,Cereales,92.44,1,0.0,Especes,False
2024-06-03,Rabat,T001164,Sports,Tapis Yoga,734.37,1,0.0,Especes,False
2024-05-29,Tanger,T001165,Maison,Coussin,1360.89,1,5.0,En ligne,False
2024-10-07,Casablanca,T001166,Alimentation,The,51.7,1,0.0,En-ligne,False
2024-04-27,Fes,T001168,Sports,Ballon,1568.16,1,10.0,En ligne,False
2024-02-13,Fes,T001169,Electronique,Casque,2234.97,2,0.0,Carte,False
2024-08-10,Fes,T001170,Alimentation,Cereales,149.67,3,5.0,Especes,False
2024-12-30,Rabat,T001171,Beaute,Creme,178.38,1,,Carte,False
2024-07-12,Agadir,T001173,Vetements,Veste,352.39,1,0.0,Carte,False
2024-09-19,Marrakech,T001174,Sports,Ballon,651.27,1,0.0,En ligne,False
2024-01-19,Agadir,T001176,Alimentation,Cafe,123.1,1,0.0,Especes,False
2024-12-16,Rabat,T001177,Electronique,Ecouteurs,1052.93,2,15.0,Especes,False
2024-10-12,Casablanca,T001178,Sports,Raquette,1029.88,1,0.0,Especes,False
2024-05-31,Casablanca,T001179,Alimentation,The,65.29,1,0.0,Especes,False
2024-06-24,Tanger,T001180,Vetements,Sweat,688.19,1,0.0,En ligne,False
2024-11-20,Agadir,T001181,Vetements,Sweat,180.81,3,5.0,En ligne,False
2024-04-23,Casablanca,T001182,Beaute,Serum,258.6,2,15.0,Carte,False
2024-03-12,Agadir,T001183,Alimentation,Pates,175.45,2,0.0,Carte,False
2024-10-26,Fes,T001185,Alimentation,Cafe,40.56,1,0.0,Carte,False
2024-02-21,Rabat,T001186,Vetements,Jean,852.22,1,0.0,Carte,False
2024-12-10,Fes,T001187,Electronique,Ecouteurs,2623.67,3,0.0,Especes,False
2024-08-12,Tanger,T001189,Electronique,Casque,593.63,2,15.0,Carte,False
2024-08-28,Agadir,T001190,Beaute,Savon,587.47,2,0.0,Especes,False
2024-09-27,Fes,T001191,Electronique,Tablette,1183.43,2,0.0,En ligne,False
2024-05-21,Fes,T001192,Sports,Raquette,1030.94,2,5.0,En ligne,False
2024-02-14,Marrakech,T001193,Maison,Tapis,920.5,1,10.0,En ligne,False
2024-06-10,Agadir,T001195,Electronique,Smartphone,310.9,2,10.0,CB,False
2024-01-30,Casablanca,T001196,Beaute,Parfum,512.14,1,0.0,Especes,False
2024-05-04,Fes,T001197,Electronique,Souris,1615.89,2,0.0,Especes,False
2024-05-16,Agadir,T001199,Alimentation,Cereales,185.51,2,0.0,En ligne,False
2024-05-11,Tanger,T001200,Electronique,Ecouteurs,2092.57,1,5.0,Carte,False
2024-09-10,Fes,T001202,Sports,Raquette,327.17,3,0.0,En ligne,False
2024-03-05,Fes,T001203,Vetements,Jean,269.78,1,5.0,Carte,False
2024-06-14,Fes,T001204,Alimentation,Pates,139.44,1,10.0,Especes,False
2024-09-18,Rabat,T001206,Beaute,Savon,608.95,1,5.0,Carte,False
2024-02-28,Agadir,T001207,Sports,Raquette,351.42,1,5.0,En ligne,False
2024-01-17,Fes,T001209,Alimentation,Pates,120.24,2,0.0,Especes,False
2024-06-25,Casablanca,T001210,Sports,Chaussures Running,1204.81,2,0.0,En ligne,False
2024-02-07,Marrakech,T001211,Alimentation,The,91.94,2,0.0,En ligne,False
2024-06-19,Agadir,T001214,Alimentation,Huile,95.74,2,0.0,Carte,False
2024-02-06,Marrakech,T001215,Beaute,Maquillage,50.38,1,0.0,Carte,False
2024-10-12,Rabat,T001217,Maison,Lampe,111.11,2,0.0,Especes,False
2024-08-21,Marrakech,T001218,Vetements,T-shirt,110.68,1,0.0,Especes,False
2024-03-09,Agadir,T001219,Vetements,Sweat,585.72,1,0.0,En ligne,False
2024-08-31,Rabat,T001221,Alimentation,The,107.14,2,10.0,En ligne,False
2024-11-20,Marrakech,T001223,Vetements,T-shirt,132.31,1,0.0,En-ligne,False
2024-11-09,Fes,T001224,Vetements,Veste,569.51,1,10.0,CB,False
2024-07-09,Rabat,T001225,Electronique,Clavier,931.81,1,0.0,Carte,False
2024-04-26,Agadir,T001226,Electronique,Souris,2695.33,1,0.0,Especes,False
2024-12-23,Rabat,T001227,Electronique,Tablette,2558.54,2,10.0,Carte,False
2024-04-02,Tanger,T001228,Alimentation,Pates,75.31,1,5.0,En ligne,False
2024-05-03,Agadir,T001229,Alimentation,Cereales,95.12,2,5.0,En ligne,False
2024-10-21,Tanger,T001230,Alimentation,Riz,208.22,1,15.0,Especes,False
2024-01-08,Casablanca,T001231,Vetements,Chaussures,666.19,4,5.0,En ligne,False
2024-01-18,Fes,T001232,Sports,Tapis Yoga,393.63,2,0.0,Carte,False
2024-05-17,Marrakech,T001233,Maison,Miroir,181.06,2,0.0,En ligne,False
2024-10-07,Marrakech,T001235,Electronique,Casque,2171.22,1,0.0,En ligne,False
2024-04-01,Tanger,T001236,Electronique,Tablette,1041.51,1,15.0,En ligne,False
2024-06-08,Tanger,T001237,Sports,Chaussures Running,659.6,1,5.0,En ligne,False
2024-04-19,Tanger,T001238,Electronique,Tablette,3335.99,1,15.0,Especes,False
2024-01-29,Rabat,T001239,Alimentation,Cafe,91.88,2,0.0,Carte,False
2024-02-19,Marrakech,T001240,Electronique,Clavier,3043.69,2,0.0,Carte,False
2024-06-13,Rabat,T001241,Sports,Halteres,105.42,2,5.0,Especes,False
2024-01-31,Agadir,T001243,Maison,Miroir,684.45,1,5.0,CB,False
2024-06-25,Marrakech,T001244,Maison,Miroir,458.1,2,0.0,En ligne,False
2024-01-01,Fes,T001245,Alimentation,Huile,37.24,1,0.0,Carte,False
2024-03-29,Agadir,T001248,Beaute,Parfum,227.01,1,0.0,Especes,False
2024-04-22,Agadir,T001249,Alimentation,Riz,25.43,3,5.0,Carte,False
2024-02-10,Fes,T001250,Alimentation,The,62.19,2,0.0,Especes,False
2024-11-14,Casablanca,T001251,Maison,Tapis,385.03,1,0.0,Carte,False
2024-04-24,Casablanca,T001253,Maison,Lampe,200.81,1,0.0,Especes,False
